drugbank_id,reaction_id,sequence,left_element_drug_id,left_element_name,right_element_drug_id,right_element_name
DB00250,DB00250_rxn_4,4,DBMET01045,Dapsone mercaptal intermediate,DBMET01046,Dapsone GSH conjugate
DB00252,DB00252_rxn_0,1,DB00252,Phenytoin,DBMET00988,Phenytoin arene-oxide
DB00252,DB00252_rxn_1,2,DBMET00988,Phenytoin arene-oxide,DBMET00990,Phenytoin dihydrodiol
DB00252,DB00252_rxn_2,2,DBMET00988,Phenytoin arene-oxide,DBMET00888,Hydroxyphenytoin
DB00252,DB00252_rxn_3,3,DBMET00888,Hydroxyphenytoin,DBMET00989,Phenytoin catechol
DB00252,DB00252_rxn_4,3,DBMET00888,Hydroxyphenytoin,DBMET00889,Hydroxyphenytoin-O-glucuronide
DB00252,DB00252_rxn_5,3,DBMET00990,Phenytoin dihydrodiol,DBMET00989,Phenytoin catechol
DB00252,DB00252_rxn_6,4,DBMET00989,Phenytoin catechol,DBMET00992,Phenytoin quinone
DB00252,DB00252_rxn_7,4,DBMET00989,Phenytoin catechol,DBMET00991,Phenytoin methylcatechol
DB00252,DB00252_rxn_8,4,DBMET00989,Phenytoin catechol,DBMET00992,Phenytoin quinone
DB00252,DB00252_rxn_9,4,DBMET00989,Phenytoin catechol,DBMET00991,Phenytoin methylcatechol
DB00261,DB00261_rxn_0,1,DB00261,Anagrelide,DBMET00772,"6,7-dichloro-3-hydroxy-1,5 dihydro-imidazo[2,1-b]quinazolin-2-one"
DB00261,DB00261_rxn_1,2,DBMET00772,"6,7-dichloro-3-hydroxy-1,5 dihydro-imidazo[2,1-b]quinazolin-2-one",DBMET00676,"2-amino-5,6-dichloro-3,4,-dihydroquinazoline"
DB00264,DB00264_rxn_0,1,DB00264,Metoprolol,DBMET00319,alpha-Hydroxymetoprolol
DB00264,DB00264_rxn_1,1,DB00264,Metoprolol,DBMET01561,O-Demethylmetoprolol
DB00264,DB00264_rxn_2,1,DB00264,Metoprolol,DBMET01562,Deisopropylmetoprolol
DB00268,DB00268_rxn_0,1,DB00268,Ropinirole,DBMET02235,N-despropyl hydroxy metabolites
DB00268,DB00268_rxn_1,1,DB00268,Ropinirole,DBMET00940,N-despropyl ropinirole
DB00268,DB00268_rxn_2,1,DB00268,Ropinirole,DBMET02236,carboxylic acid
DB00273,DB00273_rxn_0,1,DB00273,Topiramate,DBMET02908,"2,3-Desisopropylidene Topiramate"
DB00273,DB00273_rxn_1,1,DB00273,Topiramate,DBMET02909,10-hydroxy topiramate
DB00273,DB00273_rxn_2,1,DB00273,Topiramate,DBMET02910,9-hydroxy topiramate
DB00273,DB00273_rxn_3,1,DB00273,Topiramate,DBMET02911,"4,5-Desisopropylidene topiramate"
DB00277,DB00277_rxn_0,1,DB00277,Theophylline,DBMET00271,1-Methylxanthine
DB00277,DB00277_rxn_1,1,DB00277,Theophylline,DBMET00272,3-methylxanthine
DB00277,DB00277_rxn_2,1,DB00277,Theophylline,DBMET00535,Caffeine
DB00277,DB00277_rxn_3,1,DB00277,Theophylline,DBMET00326,"1,3-dimethyluric acid"
DB00279,DB00279_rxn_0,1,DB00279,Liothyronine,DBMET02273,Diiodothyronine
DB00279,DB00279_rxn_1,1,DB00279,Liothyronine,DBMET02274,Monoiodothyronine
DB00279,DB00279_rxn_2,1,DB00279,Liothyronine,DBMET02275,Tiratricol
DB00279,DB00279_rxn_3,1,DB00279,Liothyronine,DBMET00559,Triiodothyronine sulfate
DB00280,DB00280_rxn_0,1,DB00280,Disopyramide,DBMET00363,mono-isopropyl-disopyramide
DB00281,DB00281_rxn_0,1,DB00281,Lidocaine,DBMET00256,3-hydroxylidocaine
DB00281,DB00281_rxn_1,1,DB00281,Lidocaine,DBMET00257,monoethylglycinexylidide
DB00281,DB00281_rxn_2,1,DB00281,Lidocaine,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)"
DB00281,DB00281_rxn_3,2,DBMET00256,3-hydroxylidocaine,DBMET01090,3-Hydroxymonoethylglycinexylidide
DB00281,DB00281_rxn_4,2,DBMET00257,monoethylglycinexylidide,DBMET01090,3-Hydroxymonoethylglycinexylidide
DB00281,DB00281_rxn_5,2,DBMET00257,monoethylglycinexylidide,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)"
DB00281,DB00281_rxn_6,2,DBMET00257,monoethylglycinexylidide,DBMET01091,Glycinexylidide (GX)
DB00281,DB00281_rxn_7,2,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01128,2-Amino-3-methylbenzoate
DB00281,DB00281_rxn_8,2,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01129,"4-Hydroxy-2,6-dimethylaniline"
DB00281,DB00281_rxn_9,2,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01128,2-Amino-3-methylbenzoate
DB00281,DB00281_rxn_10,2,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01128,2-Amino-3-methylbenzoate
DB00281,DB00281_rxn_11,2,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01129,"4-Hydroxy-2,6-dimethylaniline"
DB00281,DB00281_rxn_12,2,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01129,"4-Hydroxy-2,6-dimethylaniline"
DB00281,DB00281_rxn_13,3,DBMET01091,Glycinexylidide (GX),DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)"
DB00285,DB00285_rxn_0,1,DB00285,Venlafaxine,DB06700,Desvenlafaxine
DB00285,DB00285_rxn_1,1,DB00285,Venlafaxine,DBMET00055,N-Desmethylvenlafaxine
DB00285,DB00285_rxn_2,2,DB06700,Desvenlafaxine,DBMET00437,"N,O-Didesmethylvenlafaxine"
DB00285,DB00285_rxn_3,2,DB06700,Desvenlafaxine,DBMET00967,O-Desmethylvenlafaxine glucuronide
DB00285,DB00285_rxn_4,2,DBMET00055,N-Desmethylvenlafaxine,DBMET00437,"N,O-Didesmethylvenlafaxine"
DB00285,DB00285_rxn_5,3,DBMET00437,"N,O-Didesmethylvenlafaxine",DBMET00958,"N,O-didesmethylvenlafaxine glucuronide"
DB00285,DB00285_rxn_6,3,DBMET00437,"N,O-Didesmethylvenlafaxine",DBMET01040,"N,N,O-tridesmethylvenlafaxine"
DB00286,DB00286_rxn_0,1,DB00286,Conjugated estrogens,DBMET00490,Estrone
DB00286,DB00286_rxn_1,1,DB00286,Conjugated estrogens,DBMET02281,2-hydroxy equilin
DB00286,DB00286_rxn_2,1,DB00286,Conjugated estrogens,DBMET00247,2-hydroxyestradiol
DB00286,DB00286_rxn_3,1,DB00286,Conjugated estrogens,DBMET01658,4-Hydroxyestradiol
DB00286,DB00286_rxn_4,1,DB00286,Conjugated estrogens,DBMET02282,4-hydroxy equilin
DB00286,DB00286_rxn_5,1,DB00286,Conjugated estrogens,DBMET02283,17-ketosteroid-16-alpha-hydroxyestrone
DB00286,DB00286_rxn_6,1,DB00286,Conjugated estrogens,DBMET02284,16-alpha-hydroxy-17-beta-dihydro equilin
DB00286,DB00286_rxn_7,1,DB00286,Conjugated estrogens,DBMET02285,16-alpha-hydroxy-17-beta-dihydroequilenin
DB00286,DB00286_rxn_8,2,DBMET00490,Estrone,DBMET00492,Estriol
DB00287,DB00287_rxn_0,1,DB00287,Travoprost,DBMET02216,Travoprost free acid
DB00289,DB00289_rxn_0,1,DB00289,Atomoxetine,DBMET02304,N-desmethylatomoxetine
DB00289,DB00289_rxn_1,1,DB00289,Atomoxetine,DBMET00734,4-hydroxyatomoxetine
DB00289,DB00289_rxn_2,2,DBMET00734,4-hydroxyatomoxetine,DBMET02294,4-hydroxyatomoxetine-O-glucuronide
DB00289,DB00289_rxn_3,2,DBMET02304,N-desmethylatomoxetine,DBMET02305,N-desmethyl-4-hydroxyatomoxetine
DB00294,DB00294_rxn_0,1,DB00294,Etonogestrel,DBMET02306,Etonogestrel sulfate
DB00294,DB00294_rxn_1,1,DB00294,Etonogestrel,DBMET02307,Etonogestrel glucuronide
DB00295,DB00295_rxn_0,1,DB00295,Morphine,DB00318,Codeine
DB00295,DB00295_rxn_1,1,DB00295,Morphine,DBMET02313,Morphine ethereal sulfate
DB00295,DB00295_rxn_2,1,DB00295,Morphine,DBMET00649,Normorphine
DB00295,DB00295_rxn_3,1,DB00295,Morphine,DB06409,Morphine glucuronide
DB00295,DB00295_rxn_4,1,DB00295,Morphine,DBMET00462,morphine-3-glucuronide
DB00296,DB00296_rxn_0,1,DB00296,Ropivacaine,DBMET03532,4-Hydroxyropivacaine
DB00296,DB00296_rxn_1,1,DB00296,Ropivacaine,DBMET03533,2-Hydroxymethylropivacaine
DB00296,DB00296_rxn_2,1,DB00296,Ropivacaine,DBMET00269,3-hydroxyropivacaine
DB00296,DB00296_rxn_3,1,DB00296,Ropivacaine,DBMET01742,PPX
DB00296,DB00296_rxn_4,2,DBMET03532,4-Hydroxyropivacaine,DBMET03534,4-OH-PPX
DB00296,DB00296_rxn_5,2,DBMET00269,3-hydroxyropivacaine,DBMET03535,3-OH-PPX
DB00296,DB00296_rxn_6,2,DBMET01742,PPX,DBMET03534,4-OH-PPX
DB00296,DB00296_rxn_7,2,DBMET01742,PPX,DBMET03535,3-OH-PPX
DB00297,DB00297_rxn_0,1,DB00297,Bupivacaine,DBMET00692,"2,6-pipecoloxylidine"
DB00300,DB00300_rxn_0,1,DB00300,Tenofovir disoproxil,DBMET01176,Tenofovir Monophosphate
DB00300,DB00300_rxn_1,2,DBMET01176,Tenofovir Monophosphate,DBMET01177,Tenofovir Diphosphate
DB00303,DB00303_rxn_0,1,DB00303,Ertapenem,DBMET03577,Ertapenem hydrolyzed metabolite
DB00304,DB00304_rxn_0,1,DB00304,Desogestrel,DBMET01366,6-alpha-hydroxydesogestrel
DB00304,DB00304_rxn_1,1,DB00304,Desogestrel,DBMET01367,6-beta-hydroxydesogestrel
DB00304,DB00304_rxn_2,1,DB00304,Desogestrel,DBMET01368,16-hydroxy-desogestrel
DB00304,DB00304_rxn_3,1,DB00304,Desogestrel,DBMET01370,Desogestrel-17-sulfate
DB00304,DB00304_rxn_4,1,DB00304,Desogestrel,DBMET01371,15-alpha-hydroxydesogestrel
DB00304,DB00304_rxn_5,1,DB00304,Desogestrel,DBMET01642,3-alpha-OH-desogestrel
DB00304,DB00304_rxn_6,1,DB00304,Desogestrel,DBMET01643,3-beta-OH-desogestrel
DB00304,DB00304_rxn_7,1,DB00304,Desogestrel,DBMET00683,2-hydroxydesogestrel
DB00304,DB00304_rxn_8,1,DB00304,Desogestrel,DBMET00723,3alpha-Hydroxydesogestrel
DB00304,DB00304_rxn_9,1,DB00304,Desogestrel,DBMET00724,3beta-Hydroxydesogestrel
DB00304,DB00304_rxn_10,2,DBMET00723,3alpha-Hydroxydesogestrel,DB00294,Etonogestrel
DB00304,DB00304_rxn_11,2,DBMET01371,15-alpha-hydroxydesogestrel,DBMET00488,Glucuronic acid
DB00313,DB00313_rxn_0,1,DB00313,Valproic acid,DBMET01015,Valproic acid CoA
DB00313,DB00313_rxn_1,1,DB00313,Valproic acid,DBMET00060,4-ene-Valproic acid
DB00313,DB00313_rxn_2,1,DB00313,Valproic acid,DBMET00061,5-Hydroxyvalproic acid
DB00313,DB00313_rxn_3,1,DB00313,Valproic acid,DBMET00062,3-Hydroxyvalproic acid
DB00313,DB00313_rxn_4,1,DB00313,Valproic acid,DBMET00063,4-Hydroxyvalproic acid
DB00313,DB00313_rxn_5,1,DB00313,Valproic acid,DBMET00064,Valproic acid β-O-glucuronide
DB00313,DB00313_rxn_6,1,DB00313,Valproic acid,DBMET00065,2-ene-Valproic acid
DB00313,DB00313_rxn_7,1,DB00313,Valproic acid,DBMET00066,(3Z)-2-Propylpent-3-enoic acid (3Z-Ene-VPA)
DB00313,DB00313_rxn_8,1,DB00313,Valproic acid,DBMET00067,(3E)-2-Propylpent-3-enoic acid (3E-Ene-VPA)
DB00313,DB00313_rxn_9,2,DBMET00060,4-ene-Valproic acid,DBMET01106,"2,4-Diene-VPA"
DB00313,DB00313_rxn_10,2,DBMET00063,4-Hydroxyvalproic acid,DBMET01107,2-n-Propyl-4-oxopentanoic acid
DB00313,DB00313_rxn_11,2,DBMET00061,5-Hydroxyvalproic acid,DBMET01109,2-Propylglutaric acid
DB00313,DB00313_rxn_12,2,DBMET00062,3-Hydroxyvalproic acid,DBMET01110,3-Oxovalproic acid
DB00313,DB00313_rxn_13,2,DBMET00065,2-ene-Valproic acid,DBMET00062,3-Hydroxyvalproic acid
DB00313,DB00313_rxn_14,2,DBMET00062,3-Hydroxyvalproic acid,DBMET01110,3-Oxovalproic acid
DB00313,DB00313_rxn_15,3,DBMET01107,2-n-Propyl-4-oxopentanoic acid,DBMET01108,2-Propylsuccinic acid
DB00315,DB00315_rxn_0,1,DB00315,Zolmitriptan,DBMET01793,Zolmitriptan N-oxide
DB00315,DB00315_rxn_1,1,DB00315,Zolmitriptan,DBMET01792,N-Desmethylzolmitriptan
DB00315,DB00315_rxn_2,2,DBMET01792,N-Desmethylzolmitriptan,DBMET03120,Indole ethyl alcohol zolmitriptan derivative
DB00315,DB00315_rxn_3,3,DBMET03120,Indole ethyl alcohol zolmitriptan derivative,DBMET03121,Indole acetic acid zolmitriptan derivative
DB00316,DB00316_rxn_0,1,DB00316,Acetaminophen,DBMET00580,Acetaminophen glucuronide
DB00316,DB00316_rxn_1,1,DB00316,Acetaminophen,DBMET00653,Acetaminophen sulfate
DB00316,DB00316_rxn_2,1,DB00316,Acetaminophen,DBMET00243,NAPQI
DB00316,DB00316_rxn_3,2,DBMET00243,NAPQI,DBMET00789,Acetaminophen cysteine
DB00318,DB00318_rxn_0,1,DB00318,Codeine,DBMET00340,norcodeine
DB00318,DB00318_rxn_1,1,DB00318,Codeine,DB00295,Morphine
DB00318,DB00318_rxn_2,1,DB00318,Codeine,DBMET00660,Codeine-6-glucuronide
DB00318,DB00318_rxn_3,2,DB00295,Morphine,DBMET02262,morphine 3 glucuronide
DB00318,DB00318_rxn_4,2,DB00295,Morphine,DBMET02264,morphine 6 glucuronide
DB00321,DB00321_rxn_0,1,DB00321,Amitriptyline,DB00540,Nortriptyline
DB00321,DB00321_rxn_1,1,DB00321,Amitriptyline,DBMET00051,E-10-Hydroxyamitriptyline
DB00321,DB00321_rxn_2,1,DB00321,Amitriptyline,DBMET00051,E-10-Hydroxyamitriptyline
DB00321,DB00321_rxn_3,2,DBMET00051,E-10-Hydroxyamitriptyline,DBMET00052,E-10-Hydroxynortriptyline
DB00321,DB00321_rxn_4,2,DB00540,Nortriptyline,DBMET00052,E-10-Hydroxynortriptyline
DB00321,DB00321_rxn_5,2,DB00540,Nortriptyline,DBMET00053,Desmethylnortriptyline
DB00321,DB00321_rxn_6,3,DBMET00052,E-10-Hydroxynortriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline
DB00321,DB00321_rxn_7,3,DBMET00053,Desmethylnortriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline
DB00322,DB00322_rxn_0,1,DB00322,Floxuridine,DBMET00855,alpha-Fluoro-beta-alanine
DB00322,DB00322_rxn_1,1,DB00322,Floxuridine,DBMET00856,Fluoro-beta-ureidopropionate
DB00322,DB00322_rxn_2,1,DB00322,Floxuridine,DBMET00655,"5,6-Dihydro-5-fluorouracil"
DB00322,DB00322_rxn_3,1,DB00322,Floxuridine,DBMET00449,5-fluorouracil
DB00325,DB00325_rxn_0,1,DB00325,Nitroprusside,DBMET00818,Cyanmethemoglobin
DB00327,DB00327_rxn_0,1,DB00327,Hydromorphone,DBMET00866,Hydromorphone-3-glucuronide
DB00327,DB00327_rxn_1,1,DB00327,Hydromorphone,DBMET00179,Norhydromorphone
DB00328,DB00328_rxn_0,1,DB00328,Indomethacin,DBMET00156,5-Hydroxyindomethacin
DB00328,DB00328_rxn_1,1,DB00328,Indomethacin,DBMET00157,Indomethacin acyl glucuronide
DB00328,DB00328_rxn_2,1,DB00328,Indomethacin,DBMET00158,Deacyl indomethacin
DB00328,DB00328_rxn_3,2,DBMET00158,Deacyl indomethacin,DBMET01351,O-Desmethyl-N-deschlorobenzoyl indomethacin
DB00330,DB00330_rxn_0,1,DB00330,Ethambutol,DBMET03256,Ethambutol Aldehyde
DB00330,DB00330_rxn_1,2,DBMET03256,Ethambutol Aldehyde,DBMET03257,"2,2'-(Ethylenediimino)di-butryic acid"
DB00332,DB00332_rxn_0,1,DB00332,Ipratropium,DBMET02396,N-isopropylnortropium bromide
DB00332,DB00332_rxn_1,1,DB00332,Ipratropium,DBMET00945,N-isopropylnortropium methobromide
DB00332,DB00332_rxn_2,1,DB00332,Ipratropium,DBMET02395,N-isopropylnortropine-ester methobromide
DB00332,DB00332_rxn_3,1,DB00332,Ipratropium,DB09269,Phenylacetic acid
DB00333,DB00333_rxn_0,1,DB00333,Methadone,DBMET00181,"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine"
DB00333,DB00333_rxn_1,1,DB00333,Methadone,DBMET03778,"[S-(E)]-2-Ethylidene-1,5-dimethyl-3,3-diphenyl-pyrrolidine"
DB00333,DB00333_rxn_2,2,DBMET00181,"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine",DBMET01087,"2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline (EMDP)"
DB00334,DB00334_rxn_0,1,DB00334,Olanzapine,DBMET00264,7-hydroxyolanzapine
DB00334,DB00334_rxn_1,1,DB00334,Olanzapine,DBMET00265,4'-N-desmethylolanzapine
DB00334,DB00334_rxn_2,1,DB00334,Olanzapine,DBMET00308,2-hydroxymethylolanzapine
DB00334,DB00334_rxn_3,1,DB00334,Olanzapine,DBMET02401,Olanzapine 10-N-glucuronide
DB00334,DB00334_rxn_4,1,DB00334,Olanzapine,DBMET02402,N-oxide olanzapine
DB00335,DB00335_rxn_0,1,DB00335,Atenolol,DBMET02486,M1 (Atenolol)
DB00335,DB00335_rxn_1,1,DB00335,Atenolol,DBMET02487,Atenolol-glucuronide conjugate
DB00338,DB00338_rxn_0,1,DB00338,Omeprazole,DBMET00185,5-Hydroxyomeprazole
DB00338,DB00338_rxn_1,1,DB00338,Omeprazole,DBMET00186,5'-O-Desmethyl omeprazole
DB00338,DB00338_rxn_2,1,DB00338,Omeprazole,DBMET00187,Omeprazole sulfone
DB00338,DB00338_rxn_3,1,DB00338,Omeprazole,DBMET00188,3-Hydroxyomeprazole
DB00339,DB00339_rxn_0,1,DB00339,Pyrazinamide,DBMET00415,5-hydroxypyrazinamide
DB00342,DB00342_rxn_0,1,DB00342,Terfenadine,DBMET00391,fexofenadine
DB00343,DB00343_rxn_0,1,DB00343,Diltiazem,DBMET03220,N-monodesmethyl diltiazem
DB00343,DB00343_rxn_1,1,DB00343,Diltiazem,DBMET03224,Deacetyl diltiazem
DB00343,DB00343_rxn_2,1,DB00343,Diltiazem,DBMET03227,O-desmethyl diltiazem
DB00343,DB00343_rxn_3,2,DBMET03220,N-monodesmethyl diltiazem,DBMET03221,"N,O-didesmethyl diltiazem"
DB00343,DB00343_rxn_4,2,DBMET03220,N-monodesmethyl diltiazem,DBMET03222,Deacetyl N-monodesmethyl diltiazem
DB00343,DB00343_rxn_5,2,DBMET03224,Deacetyl diltiazem,DBMET03225,Deacetyl diltiazem N-oxide
DB00343,DB00343_rxn_6,2,DBMET03224,Deacetyl diltiazem,DBMET03226,Deacetyl O-desmethyl diltiazem
DB00343,DB00343_rxn_7,3,DBMET03222,Deacetyl N-monodesmethyl diltiazem,DBMET03223,"Deacetyl N,O-didesmethyl diltiazem"
DB00347,DB00347_rxn_0,1,DB00347,Trimethadione,DBMET00451,dimethadione
DB00349,DB00349_rxn_0,1,DB00349,Clobazam,DBMET00281,N-desmethylclobazam
DB00349,DB00349_rxn_1,1,DB00349,Clobazam,DBMET00743,4'-hydroxyclobazam
DB00349,DB00349_rxn_2,2,DBMET00743,4'-hydroxyclobazam,DBMET03601,4'-hydroxy-N-desmethylclobazam
DB00349,DB00349_rxn_3,2,DBMET00281,N-desmethylclobazam,DBMET03601,4'-hydroxy-N-desmethylclobazam
DB00352,DB00352_rxn_0,1,DB00352,Tioguanine,DBMET01152,Thioguanosine monophosphate
DB00352,DB00352_rxn_1,2,DBMET01152,Thioguanosine monophosphate,DBMET01153,Methyl-thioguanosine monophosphate
DB00352,DB00352_rxn_2,2,DBMET01152,Thioguanosine monophosphate,DBMET01154,Thioguanosine diphosphate
DB00352,DB00352_rxn_3,3,DBMET01154,Thioguanosine diphosphate,DBMET01155,Thioguanosine triphosphate
DB00352,DB00352_rxn_4,3,DBMET01154,Thioguanosine diphosphate,DBMET01156,Thiodeoxyguanosine diphosphate
DB00352,DB00352_rxn_5,4,DBMET01156,Thiodeoxyguanosine diphosphate,DBMET01157,Thiodeoxyguanosine triphosphate
DB00356,DB00356_rxn_0,1,DB00356,Chlorzoxazone,DBMET00327,6-hydroxychlorzoxazone
DB00358,DB00358_rxn_0,1,DB00358,Mefloquine,DBMET00693,"2,8-bis-trifluoromethyl-4-quinoline carboxylic acid"
DB00361,DB00361_rxn_0,1,DB00361,Vinorelbine,DBMET02029,4-0-deacetyl Vinorelbine
DB00363,DB00363_rxn_0,1,DB00363,Clozapine,DBMET00100,N-desmethylclozapine
DB00363,DB00363_rxn_1,1,DB00363,Clozapine,DBMET00101,Clozapine N-oxide
DB00363,DB00363_rxn_2,1,DB00363,Clozapine,DBMET00102,Clozapine 5-N-glucuronide
DB00363,DB00363_rxn_3,2,DBMET00100,N-desmethylclozapine,DBMET03597,Desmethylclozapine glucuronide
DB00367,DB00367_rxn_0,1,DB00367,Levonorgestrel,DBMET02696,"Glucuronide conjugates, levonorgestrel"
DB00367,DB00367_rxn_1,1,DB00367,Levonorgestrel,DBMET02695,"Sulfate conjugates, levonorgestrel"
DB00367,DB00367_rxn_2,1,DB00367,Levonorgestrel,DBMET02698,16βhydroxylevonorgestrel
DB00367,DB00367_rxn_3,1,DB00367,Levonorgestrel,DBMET02697,"3α, 5β-tetrahydrolevonorgestrel"
DB00368,DB00368_rxn_0,1,DB00368,Norepinephrine,DBMET00549,Norepinephrine sulfate
DB00368,DB00368_rxn_1,1,DB00368,Norepinephrine,DBMET00563,3-Methoxy-4-Hydroxyphenylglycol sulfate
DB00370,DB00370_rxn_0,1,DB00370,Mirtazapine,DBMET00261,mirtazapine-N-oxide
DB00370,DB00370_rxn_1,1,DB00370,Mirtazapine,DBMET00262,N-desmethylmirtazapine
DB00370,DB00370_rxn_2,1,DB00370,Mirtazapine,DBMET00263,8-hydroxymirtazapine
DB00373,DB00373_rxn_0,1,DB00373,Timolol,DBMET02575,"M1 metabolite, timolol"
DB00374,DB00374_rxn_0,1,DB00374,Treprostinil,DBMET03506,Treprostinil metabolite HU2
DB00374,DB00374_rxn_1,1,DB00374,Treprostinil,DBMET03507,Treprostinil metabolite HU3
DB00374,DB00374_rxn_2,1,DB00374,Treprostinil,DBMET03508,Treprostinil metabolite HU4
DB00374,DB00374_rxn_3,1,DB00374,Treprostinil,DBMET03509,Treprostinil metabolite HU5
DB00378,DB00378_rxn_0,1,DB00378,Dydrogesterone,DBMET00695,20-dihydrodydrogesterone
DB00379,DB00379_rxn_0,1,DB00379,Mexiletine,DBMET00259,2-hydroxymexiletine
DB00379,DB00379_rxn_1,1,DB00379,Mexiletine,DBMET00260,p-hydroxymexiletine
DB00381,DB00381_rxn_0,1,DB00381,Amlodipine,DBMET02270,Pyridine derivative
DB00381,DB00381_rxn_1,2,DBMET02270,Pyridine derivative,DBMET02272,Pyridine derivatives
DB00382,DB00382_rxn_0,1,DB00382,Tacrine,DBMET00270,1-hydroxytacrine
DB00382,DB00382_rxn_1,1,DB00382,Tacrine,DBMET01755,4- Hydroxytacrine
DB00382,DB00382_rxn_2,1,DB00382,Tacrine,DBMET01756,2-Hydroxytacrine
DB00382,DB00382_rxn_3,1,DB00382,Tacrine,DBMET01757,7-Hydroxytacrine
DB00384,DB00384_rxn_0,1,DB00384,Triamterene,DBMET01771,4'-OH-triamterene
DB00384,DB00384_rxn_1,2,DBMET01771,4'-OH-triamterene,DBMET02480,4'-OH-triamterene sulfate
DB00385,DB00385_rxn_0,1,DB00385,Valrubicin,DBMET00663,N-trifluoroacetyladriamycinol
DB00385,DB00385_rxn_1,1,DB00385,Valrubicin,DBMET00952,N-trifluoroacetyladriamycin
DB00388,DB00388_rxn_0,1,DB00388,Phenylephrine,DBMET02847,m-hydroxymandelic acid
DB00390,DB00390_rxn_0,1,DB00390,Digoxin,DBMET02501,Dihydrodigoxin
DB00390,DB00390_rxn_1,1,DB00390,Digoxin,DBMET02502,Digoxigenin  bisdigitoxoside
DB00394,DB00394_rxn_0,1,DB00394,Beclomethasone dipropionate,DBMET02589,Beclomethasone-17-monopropionate (17-BMP)
DB00394,DB00394_rxn_1,1,DB00394,Beclomethasone dipropionate,DBMET02590,Beclomethasone-21-monopropionate (21-BMP)
DB00394,DB00394_rxn_2,2,DBMET02589,Beclomethasone-17-monopropionate (17-BMP),DBMET02591,Beclomethasone (BOH)
DB00394,DB00394_rxn_3,2,DBMET02590,Beclomethasone-21-monopropionate (21-BMP),DBMET02591,Beclomethasone (BOH)
DB00395,DB00395_rxn_0,1,DB00395,Carisoprodol,DBMET02309,Meprobamate
DB00396,DB00396_rxn_0,1,DB00396,Progesterone,DBMET02292,deoxycorticosterone
DB00396,DB00396_rxn_1,1,DB00396,Progesterone,DBMET02293,11-deoxycorticosterone
DB00396,DB00396_rxn_2,1,DB00396,Progesterone,DBMET00286,6β-Hydroxyprogesterone
DB00396,DB00396_rxn_3,1,DB00396,Progesterone,DBMET02286,17-OH progesterone
DB00396,DB00396_rxn_4,1,DB00396,Progesterone,DBMET02288,5 a-dihydroprogesterone
DB00396,DB00396_rxn_5,1,DB00396,Progesterone,DBMET02287,20 a hydroxy- Δ 4 a- prenolone
DB00396,DB00396_rxn_6,1,DB00396,Progesterone,DBMET02289,Pregnanolone
DB00396,DB00396_rxn_7,1,DB00396,Progesterone,DBMET02290,pregnanediol
DB00396,DB00396_rxn_8,1,DB00396,Progesterone,DBMET02291,pregnanetriol
DB00396,DB00396_rxn_9,1,DB00396,Progesterone,DBMET01727,21-OH-progesterone
DB00398,DB00398_rxn_0,1,DB00398,Sorafenib,DBMET03578,Sorafenib N-oxide
DB00398,DB00398_rxn_1,1,DB00398,Sorafenib,DBMET01001,Sorafenib beta-D-Glucuronide
DB00400,DB00400_rxn_0,1,DB00400,Griseofulvin,DBMET00765,6-methyl-griseofulvin
DB00402,DB00402_rxn_0,1,DB00402,Eszopiclone,DBMET00135,Zopiclone N-oxide
DB00402,DB00402_rxn_1,1,DB00402,Eszopiclone,DBMET00300,N-desmethylzopiclone
DB00402,DB00402_rxn_2,1,DB00402,Eszopiclone,DBMET00137,Carbon dioxide
DB00404,DB00404_rxn_0,1,DB00404,Alprazolam,DBMET01582,Beta-Hydroxyalprazolam
DB00404,DB00404_rxn_1,1,DB00404,Alprazolam,DBMET00348,4-hydroxyalprazolam
DB00404,DB00404_rxn_2,1,DB00404,Alprazolam,DBMET00112,alpha-Hydroxyalprazolam
DB00404,DB00404_rxn_3,2,DBMET00112,alpha-Hydroxyalprazolam,DBMET02467,"alpha,4-dihydroxy-alprazolam"
DB00404,DB00404_rxn_4,2,DBMET00348,4-hydroxyalprazolam,DBMET02467,"alpha,4-dihydroxy-alprazolam"
DB00404,DB00404_rxn_5,2,DBMET00348,4-hydroxyalprazolam,DBMET02468,Alprazolam benzophenone metabolite
DB00409,DB00409_rxn_0,1,DB00409,Remoxipride,DBMET03192,Remoxipride Metabolite FLA 838
DB00409,DB00409_rxn_1,1,DB00409,Remoxipride,DBMET03193,Remoxipride Metabolite FLA 850
