drugbank_id,name,cas_number,unii
DB08999,Cyclopentamine hydrochloride,538-02-3,F551446KF3
DB09002,Cloperastine hydrochloride,14984-68-0,PI4N7C63ND
DB09003,Clocapramine hydrochloride,60789-62-0,9NLU6H3LRD
DB09004,Clobutinol hydrochloride,1215-83-4,N2U6799DZQ
DB09007,Chlorphenoxamine hydrochloride,562-09-4,5I159322PY
DB09008,Cefaloridine hydrate,102039-86-1,
DB09009,Articaine hydrochloride,23964-57-0,QS9014Q792
DB09013,Befunolol hydrochloride,39543-79-8,B03Z2VY37I
DB09014,Captodiamine hydrochloride,904-04-1,9I7N9PR9J2
DB09015,Potassium canrenoate,2181-04-6,M671F9NLEA
DB09016,Butriptyline hydrochloride,5585-73-9,LIJ2H8658W
DB09019,Bromhexine hydrochloride,611-75-6,YC2ZOM3Z8V
DB09021,Benzoctamine hydrochloride,10085-81-1,1C280S920Q
DB09022,Benfluorex hydrochloride,23642-66-2,X7O165XZ00
DB09026,Aliskiren hemifumarate,173334-58-2,C8A0P8G029
DB09030,Vorapaxar sulfate,705260-08-8,IN66038E6C
DB09039,Eliglustat tartrate,928659-70-5,N0493335P3
DB09047,finafloxacin hydrochloride,209342-41-6,2G22PNZ052
DB09049,Naloxegol oxalate,1354744-91-4,65I14TNM33
DB09050,Ceftolozane sulfate,936111-69-2,7R247U84HY
DB09056,Amorolfine hydrochloride,78613-38-4,741YH7379H
DB09059,Atosiban acetate,914453-95-5,0P5DNO7CEF
DB09060,Avibactam sodium,1192491-61-4,9V824P8TAI
DB09062,Cefminox sodium,75498-96-3,YNM4DBJ3N8
DB09062,Cefminox sodium hydrate,1351813-81-4,KZ89N378LQ
DB09068,Vortioxetine hydrobromide,960203-27-4,TKS641KOAY
DB09069,Trimetazidine dihydrochloride,13171-25-0,48V6723Z1P
DB09073,Palbociclib isethionate,827022-33-3,W1NYL2IRDR
DB09075,Edoxaban tosylate,480449-71-6,32W99UE810
DB09075,Edoxaban tosylate monohydrate,1229194-11-9,972203R4EW
DB09076,Umeclidinium bromide,869113-09-7,7AN603V4JV
DB09078,Lenvatinib mesylate,857890-39-2,3J78384F61
DB09079,Nintedanib esylate,656247-18-6,42F62RTZ4G
DB09080,Olodaterol hydrochloride,869477-96-3,65R445W3V9
DB09082,Vilanterol trifenatate,503070-58-4,40AHO2C6DG
DB09083,Ivabradine hydrochloride,148849-67-6,TP19837BZK
DB09083,Ivabradine oxalate,1086026-42-7,K6SGA5L3AB
DB09084,Benzydamine hydrochloride,132-69-4,K2GI407R4Q
DB09085,Tetracaine hydrochloride,136-47-0,5NF5D4OPCI
DB09087,Potassium alum dodecahydrate,,
DB09088,Amylocaine hydrochloride,532-59-2,224EF0K14Q
DB09089,Trimebutine maleate,34140-59-5,2A051GM4YM
DB09090,Pinaverium bromide,53251-94-8,7SCF54H12J
DB09091,Tixocortol pivalate,55560-96-8,6K28E35M3B
DB09092,Xanthinol nicotinate,437-74-1,8G60H12X2D
DB09093,Chlortetracycline bisulfate,27823-62-7,1D06KZ672I
DB09093,Chlortetracycline calcium complex,57122-99-3,NR4B2SX17S
DB09093,Chlortetracycline hydrochloride,64-72-2,O1GX33ON8R
DB09095,Difluocortolone valerate,59198-70-8,1A63Z067C8
DB09097,Quinagolide hydrochloride,94424-50-7,33474X943Y
DB09099,Somatostatin acetate,54472-66-1,F6R2N217HS
DB09102,Daclatasvir dihydrochloride,1009119-65-6,50ZO25C11D
DB09110,Mesna,19767-45-4,NR7O1405Q9
DB09112,Potassium nitrite,,794654G42L
DB09112,Sodium nitrite,7632-00-0,M0KG633D4F
DB09116,Citrated calcium carbimide,8013-88-5,21ZCD2AA4H
DB09125,Potassium citrate monohydrate,6100-05-6,EE90ONI6FF
DB09128,Brexpiprazole dihydrochloride,913612-38-1,
DB09129,Chromic chloride hexahydrate,10060-12-5,KB1PCR9DMW
DB09131,Cupric chloride dihydrate,10125-13-0,S2QG84156O
DB09132,Gadoterate meglumine,92943-93-6,L0ND3981AG
DB09133,Iothalamate meglumine,13087-53-1,XUW72GOP7W
DB09133,Iothalamate sodium,1225-20-3,KDN276D83N
DB09133,Iothalamate sodium I-125,17692-74-9,31J5U3Q9ZN
DB09133,Sodium Iothalamate,,
DB09136,Isosulfan blue,68238-36-8,39N9K8S2A4
DB09138,Technetium Tc-99m medronate disodium,65871-22-9,V3V5VW82PO
DB09143,Sonidegib phosphate,1218778-77-8,W421AI34UW
DB09154,Sodium citrate dihydrate,6132-04-3,B22547B95K
DB09158,Trypan blue,72-57-1,I2ZWO3LS3M
DB09167,Dosulepin hydrochloride,897-15-4,3H0042311V
DB09181,Trefentanil hydrochloride,120656-93-1,20742ZOB3G
DB09183,Dasabuvir sodium,1132940-11-4,R2M8F5TK9T
DB09183,Dasabuvir sodium monohydrate,1456607-55-8,OG6D40M62L
DB09184,Edivoxetine hydrochloride,1194374-05-4,CP012282EU
DB09185,Viloxazine hydrochloride,35604-67-2,OQW30I1332
DB09194,Etoperidone hydrochloride,57775-22-1,2FSU2FR80J
DB09196,Lubazodone hydrochloride,161178-10-5,2KT2C544LR
DB09197,Mepiprazole dihydrochloride,20344-15-4,TN5WJ92YGP
DB09198,lobeglitazone sulfate,,95C712E83P
DB09203,Synephrine tartrate,16589-24-5,9I99I5995J
DB09205,Moxisylyte hydrochloride,964-52-3,WK2KZM9V6X
DB09206,Trimazosin hydrochloride,53746-46-6,827T79ILE7
DB09212,Loxoprofen sodium,80382-23-6,NDC2M7399S
DB09214,Dexketoprofen trometamol,156604-79-4,N674F7L21E
DB09218,Clonixin lysine,55837-30-4,06PW4M190R
DB09224,Melperone hydrochloride,1622-79-3,88G640374K
DB09226,Brilaroxazine hydrochloride,1708960-04-6,I440YY0HX0
DB09227,Barnidipine hydrochloride,104757-53-1,7LZ6R3AEM1
DB09231,Benidipine hydrochloride,91599-74-5,0A6746FWDL
DB09235,Efonidipine hydrochloride,111011-53-1,3BR983K69O
DB09237,Levamlodipine maleate,135969-53-8,12WW9T2ITA
DB09238,Manidipine dihydrochloride,89226-75-5,ZL507UZ6QL
DB09239,Niguldipine hydrochloride,113145-69-0,1G8C7QS9SR
DB09241,Methylene blue trihydrate,7220-79-3,T42P99266K
DB09242,Moxonidine hydrochloride,75438-58-3,5RYW07SK5E
DB09244,Pirlindole hydrochloride,16154-78-2,Q89W8I397C
DB09244,Pirlindole lactate,292039-20-4,PRE19MC9Y9
DB09250,Pheniprazine hydrochloride,66-05-7,5B3OM8452C
DB09255,Dextran 40,,K3R6ZDH4DU
DB09255,Dextran 70,,7SA290YK68
DB09255,Dextran 75,,JY83SHX053
DB09255,Dextran sulfate,9042-14-2,
DB09255,Dextran sulfate sodium,9011-18-1,
DB09255,Dextran sulfate sodium (MW 5000),9042-14-2,V5LWP0C2L5
DB09255,Dextran sulfate sodium (MW 520000),9042-14-2,01W9V5H5WO
DB09255,Dextran sulfate sodium (MW 54000),9042-14-2,AIW09WL51K
DB09255,Dextran sulfate sodium (MW 9500),9042-14-2,NXV22KT7NQ
DB09258,Bemiparin sodium,,P59JKU02CE
DB09263,Patiromer sorbitex calcium,,0LB9J2797D
DB09268,Sodium picosulfate monohydrate,1307301-38-7,LR57574HN8
DB09268,Sodium picosulphate anhydrous,10040-45-6,VW106606Y8
DB09269,Sodium phenylacetate,114-70-5,48N6U1781G
DB09270,"Coenzyme q10, (2z)-",65085-29-2,U705VLF0VW
DB09271,Cimetropium bromide,51598-60-8,0C7M5WE60Q
DB09274,Artesunate sodium,82864-68-4,CN5E49Z611
DB09275,Bismuth subcitrate potassium monohydrate,,R3O80H60KX
DB09279,Fimasartan potassium anhydrous,1402813-38-0,T2ICP7GBBN
DB09279,Fimasartan potassium trihydrate,1020110-23-9,4516BN0T4B
DB09281,Magnesium trisilicate hydrate,39365-87-2,C2E1CI501T
DB09284,Imolamine hydrochloride,15823-89-9,YJ3KV70R41
DB09286,Pipamperone hydrochloride,2448-68-2,IT085U64JB
DB09287,Polyoxyethylene 23 lauryl ether,,N72LMW566G
DB09288,Propacetamol hydrochloride,66532-86-3,SH41QYH8E5
DB09289,Tianeptine sodium,30123-17-2,YG0E19592I
DB09290,Ramosetron hydrochloride,132907-72-3,9551LHD87E
DB09291,Rolapitant hydrochloride,858102-79-1,J7Z9DBN8J0
DB09291,Rolapitant hydrochloride monohydrate,914462-92-3,57O5S1QSAQ
DB09293,Sodium iodide I-131,7790-26-3,29VCO8ACHH
DB09296,Ombitasvir heminonahydrate,1456607-70-7,EQE3I70J3W
DB09297,Paritaprevir dihydrate,1456607-71-8,HRQ5901O78
DB09298,Silibinin dihemisuccinate disodium,1265089-66-4,57LSQ377IE
DB09299,Tenofovir alafenamide fumarate,1392275-56-7,FWF6Q91TZO
DB09300,Butylscopolamine bromide,149-64-4,0GH9JX37C8
DB09301,Chondroitin sulfate (bovine),9007-28-7,6IC1M3OG5Z
DB09301,Chondroitin sulfate (chicken),,7VZ9466BAB
DB09301,Chondroitin sulfate (porcine),,V5E8ELO4W9
DB09301,Chondroitin sulfate (shark),,2ZAJ1K50XH
DB09301,Chondroitin sulfate sodium (bovine),39455-18-0,8QTV3DTT8W
DB09301,Chondroitin sulfate sodium (chicken),,4T078B3Z6V
DB09301,Chondroitin sulfate sodium (porcine),,R27OH35FYQ
DB09301,Chondroitin sulfate sodium (shark),,Q75WVO004L
DB09304,Setiptiline maleate,85650-57-3,9VOZ30EO2Y
DB09305,Aptazapine maleate,71576-41-5,7X768418RT
DB09306,Metralindole hydrochloride,53734-79-5,M15TM76Y3L
DB09309,Kitasamycin tartrate,37280-56-1,IPN75MD9DR
DB09313,Ioxaglate meglumine,59018-13-2,75JR975T11
DB09313,Ioxaglate sodium,67992-58-9,HQ43CN02U9
DB09314,Technetium Tc-99m sodium pertechnetate,23288-60-0,A0730CX801
DB09319,Carbenicillin indanyl sodium,26605-69-6,4OUL81K2RT
DB09322,Zinc sulfate heptahydrate,7446-20-0,N57JI2K7WP
DB09322,Zinc sulfate hexahydrate,13986-24-8,
DB09322,Zinc sulfate monohydrate,7446-19-7,PTX099XSF1
DB09324,Sulbactam benzathine,83031-43-0,49MU89FVBV
DB09324,Sulbactam sodium,69388-84-7,DKQ4T82YE6
DB09330,Osimertinib mesylate,1421373-66-1,RDL94R2A16
DB09333,Ipodate calcium,1151-11-7,50S7W5M9ZZ
DB09333,Ipodate sodium,1221-56-3,F316LLW9WW
DB09335,Alatrofloxacin mesylate,157605-25-9,2IXX802851
DB09338,Mersalyl sodium,492-18-2,5X1IO031V8
DB09340,Tyropanoate sodium,7246-21-1,XRJ0P5FAYO
DB09342,Propoxycaine hydrochloride,550-83-4,K490D39G46
DB09343,Tipiracil hydrochloride,183204-72-0,4H59KLQ0A4
DB09345,Pramoxine hydrochloride,637-58-1,88AYB867L5
DB09346,Calcium metrizoate,20828-80-2,1I3Z5LHR6P
DB09346,Meglumine metrizoate,7241-11-4,RJY6JR42WQ
DB09346,Metrizoate magnesium,20968-37-0,V717MS5D5B
DB09346,Metrizoate sodium,7225-61-8,O65Q227UIC
DB09347,Acetrizoate sodium,129-63-5,5GF4B2I1DD
DB09351,Levobetaxolol hydrochloride,116209-55-3,8MR4W4O06J
DB09352,Hydroxyamfetamine hydrobromide,306-21-8,59IG47SZ0E
DB09355,Sulfabenzamide sodium,7257-44-5,ZY48TOH8CR
DB09374,Indocyanine green,3599-32-4,IX6J1063HV
DB09376,Lapyrium chloride,6272-74-8,732T8851QH
DB09388,Rose bengal sodium I-131,24359-63-5,24I7KUI7MK
DB09395,Sodium acetate trihydrate,6131-90-4,4550K0SC9B
DB09398,Sodium fluoride F-18,22554-99-0,9L75099X6R
DB09407,Magnesium chloride hexahydrate,7791-18-6,02F3473H9O
DB09407,Magnesium chloride hydrate,22756-14-5,
DB09415,Methylglucamine hydrochloride,35564-86-4,2IG86HL9XM
DB09420,Sodium iodide I-123,41927-88-2,29UKX3A616
DB09421,Protirelin acetate,120876-23-5,
DB09421,Protirelin tartrate,53935-32-3,SYW8T997EQ
DB09421,Protirelin tartrate monohydrate,56267-12-0,1N3H4TJE79
DB09425,Indium In-111 pentetate disodium,60662-14-8,7UIT3ZGC8E
DB09449,"Sodium phosphate, monobasic, dihydrate",13472-35-0,5QWK665956
DB09449,"Sodium phosphate, monobasic, monohydrate",10049-21-5,593YOG76RN
DB09456,Insulin suspension isophane beef,,
DB09456,Insulin suspension isophane purified beef,,
DB09456,Insulin suspension protamine zinc purified beef,,
DB09456,Insulin zinc suspension beef,,
DB09456,Insulin zinc suspension extended beef,,
DB09456,Insulin zinc suspension extended purified beef,,
DB09456,Insulin zinc suspension prompt beef,,
DB09456,Insulin zinc suspension purified beef,,
DB09472,Sodium sulfate decahydrate,7727-73-3,0YPR65R21J
DB09477,Enalaprilat dihydrate,84680-54-6,GV0O7ES0R3
DB09479,Rubidium chloride Rb-82,132486-03-4,F0Z746KRKQ
DB09480,Iofetamine hydrochloride I-123,85068-76-4,R5O1XB5L3M
DB09481,Magnesium carbonate basic,39409-82-0,YQO029V1L4
DB09499,Sodium thiosulfate,7772-98-7,L0IYT1O31N
DB09499,Sodium thiosulfate pentahydrate,10102-17-7,HX1032V43M
DB09532,Secretin human pentahydrochloride,108072-62-4,7HP60U6HMM
DB09552,Thonzonium bromide,553-08-2,JI2B19CR0R
DB09561,Sodium glycerophosphate hydrate,55073-41-1,RCS9EQ01V4
DB09570,Ixazomib citrate,1239908-20-3,46CWK97Z3K
DB10276,Human Rotavirus A type G1P(8) strain RIX4414 live antigen,,KZ3L01D2PC
DB10276,Human Rotavirus A type G1P7(5) strain WI79 live antigen,,3L3RG28B7Q
DB10276,Human Rotavirus A type G2P7(5) strain SC2 live antigen,,JU499IS53H
DB10276,Human Rotavirus A type G3P7(5) strain WI78 live antigen,,Z65J02I7CW
DB10276,Human Rotavirus A type G4P7(5) strain BRB live antigen,,6334XMP4KC
DB10276,Human Rotavirus A type G6P1A(8) strain WI79 live antigen,,L1977Q86S5
DB10989,Hepatitis A virus strain CR 326F antigen (formaldehyde inactivated),,Q04Q922K9Q
DB10989,Hepatitis A virus strain HM175 antigen (formaldehyde inactivated),,5BFC8LZ6LQ
DB11056,Stannous chloride dihydrate,10025-69-1,1BQV3749L5
DB11059,Carboxymethylcellulose sodium,9004-32-4,K679OBS311
DB11068,Sodium selenate,13410-01-0,5DQP25600A
DB11073,Cetylpyridinium bromide,140-72-7,O77BKZ14DE
DB11073,Cetylpyridinium chloride,6004-24-6,D9OM4SK49P
DB11074,Dimethicone 100,9006-65-9,RO266O364U
DB11075,Hypromellose 2208 (100 mPa.S),,B1QE5P712K
DB11075,Hypromellose 2208 (15000 mPa.S),,Z78RG6M2N2
DB11075,Hypromellose 2906 (4000 mPa.S),,5EYA69XGAT
DB11075,Hypromellose 2906 (50 mPa.S),,612E703ZUQ
DB11075,Hypromellose 2910 (15 mPa.S),,36SFW2JZ0W
DB11075,Hypromellose 2910 (15000 mPa.S),,288VBX44JC
DB11075,Hypromellose 2910 (3 mPa.S),,0VUT3PMY82
DB11075,Hypromellose 2910 (4000 mPa.S),,RN3152OP35
DB11075,Hypromellose 2910 (50 mPa.S),,1IVH67816N
DB11081,Aluminium chloride hexahydrate,7784-13-6,3CYT62D3GA
DB11089,Docusate calcium,128-49-4,6K7YS503HC
DB11089,Docusate potassium,7491-09-0,CIK9F54ZHR
DB11089,Docusate sodium,577-11-7,F05Q2T2JA0
DB11093,Calcium citrate malate,142606-53-9,4BBS3A53GJ
DB11093,Calcium citrate tetrahydrate,5785-44-4,MLM29U2X85
DB11105,Benzalkonium bromide,91080-29-4,151T1GQ42D
DB11105,Benzalkonium chloride,8001-54-5,F5UM2KM3W7
DB11117,Zinc undecylenate,557-08-4,388VZ25DUR
DB11120,Turpentine oil,8006-64-2,C5H0QJ6V7F
DB11123,Sodium hypochlorite,7681-52-9,DY38VHM5OD
DB11124,Racepinephrine hydrochloride,329-63-5,336096P2WE
DB11125,Benzethonium chloride,121-54-0,PH41D05744
DB11126,Calcium gluconate monohydrate,66905-23-5,CZN0MI5R31
DB11127,Sodium selenite,10102-18-8,HIW548RQ3W
DB11127,Sodium selenite pentahydrate,26970-82-1,0WV4L961ZV
DB11140,Chromium Cr-51 chloride,16284-59-6,U4M5Y13FGM
DB11140,Chromium Cr-51 edetate,27849-89-4,N3Y22O955Z
DB11145,8-Hydroxyquinoline citrate,134-30-5,K522O2O40B
DB11145,8-Hydroxyquinoline hydrochloride,16862-11-6,
DB11145,8-Hydroxyquinoline salicylate,2439-07-8,98Z1AMM4PS
DB11145,8-Hydroxyquinoline sulfate,1130-05-8,
DB11145,Oxyquinoline sulfate,134-31-6,61VUG75Y3P
DB11148,Butamben picrate,577-48-0,D4ZFB7ZH5Y
DB11152,Trichloroacetic acid,76-03-9,5V2JDO056X
DB11154,Zinc citrate trihydrate,178326-57-3,GNM26GAX7R
DB11156,Pyrantel citrate,5685-86-9,1YXE665Z2S
DB11156,Pyrantel pamoate,22204-24-6,81BK194Z5M
DB11156,Pyrantel tartrate,33401-94-4,SC82VF0480
DB11160,Phenyltoloxamine citrate,1176-08-5,8UE48MJH8M
DB11160,Phenyltoloxamine hydrochloride,6152-43-8,56O4H6ZT2K
DB11164,Bicisate dihydrochloride,14344-58-2,B005P07V07
DB11181,Homatropine hydrobromide,51-56-9,BEW7469QZ0
DB11182,Rose bengal potassium,632-68-8,1ZPG1ELY14
DB11182,Rose bengal sodium,632-69-9,956575SN5L
DB11185,Benzophenone-5,6628-37-1,853Z42ZYAS
DB11186,Pentoxyverine citrate,23142-01-0,4SH0MFJ5HJ
DB11186,Pentoxyverine tannate,1406-98-0,23K1F351T7
DB11192,Magnesium L-threonate,778571-57-6,1Y26ZZ0OTM
DB11202,N-alkyl ethylbenzyl dimethyl ammonium chloride (C12-C14),,G258TFN61X
DB11210,Ferrous bisglycinate hydrochloride,67972-33-2,IW3QLZ8MRC
DB11228,Methylcellulose (100 MPa.s),9004-67-5,4GFU244C4J
DB11228,Methylcellulose (15 MPa.s),9004-67-5,NPU9M2E6L8
DB11228,Methylcellulose (1500 MPa.s),9004-67-5,Z944H5SN0H
DB11228,Methylcellulose (25 MPa.s),9004-67-5,BI55GG2WLI
DB11228,Methylcellulose (400 MPa.s),9004-67-5,O0GN6F9B2Y
DB11228,Methylcellulose (4000 MPa.s),9004-67-5,MRJ667KA5E
DB11235,Thonzylamine hydrochloride,63-56-9,6K9YKD48Y4
DB11239,Aluminum sulfate hydrate,17927-65-0,34S289N54E
DB11239,Aluminum sulfate tetradecahydrate,16828-12-9,E3UT66504P
DB11248,Zinc gluconate trihydrate,12389-19-4,F2F0XU34WQ
DB11256,Levomefolate calcium,151533-22-1,A9R10K3F2F
DB11256,Levomefolate glucosamine,1181972-37-1,Q65PL71Q1A
DB11256,Levomefolate magnesium,1429498-11-2,1VZZ62R081
DB11273,Dihydroergocornine mesylate,29261-94-7,42RX8KPW29
DB11274,Dihydro-alpha-ergocryptine mesylate,14271-05-7,Z4I7BU58DN
DB11275,Epicriptine mesilate,65914-79-6,79Y4U49I29
DB11278,DL-Methylephedrine hydrochloride,18760-80-0,99214P83XM
DB11279,Brilliant green,633-03-4,G0L543D370
DB11296,Prezatide monoacetate,72957-37-0,8AA809EUS9
DB11306,Sodium bentonite,85049-30-5,K1BPI94O04
DB11315,Methscopolamine nitrate,6106-46-3,K0813KQM3V
DB11318,"1,2-docosahexanoyl-sn-glycero-3-phosphoserine calcium",,6WJM73T46K
DB11327,Bispyrithione magsulfex,67182-81-4,48H0YX0NT4
DB11331,"1-palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)), sodium salt",268550-95-4,T52TI8BMQ6
DB11348,"Calcium phosphate, dibasic",7757-93-9,L11K75P92J
DB11348,"Calcium phosphate, tribasic",7758-87-4,K4C08XP666
DB11352,Magnesium ascorbyl phosphate,113170-55-1,0R822556M5
DB11359,Guaiacol carbonate,553-17-3,Q71XPQ6R29
DB11359,Guaiacol hydrochloride,,
DB11363,Alectinib hydrochloride,1256589-74-8,P9YY73LO6J
DB11365,Sennosides A and B,62211-03-4,1B5FPI42EN
DB11374,Amprolium hydrochloride,137-88-2,95CO6N199Q
DB11386,Chlorobutanol hemihydrate,6001-64-5,3X4P6271OX
DB11393,Danofloxacin mesylate,119478-55-6,94F3SX3LEM
DB11427,Maropitant citrate,359875-09-5,LXN6S3999X
DB11428,Medetomidine hydrochloride,86347-15-1,BH210P244U
DB11430,Monensin sodium,22373-78-0,1GS872GAFV
DB11441,Oclacitinib maleate,1208319-27-0,VON733L42A
DB11442,Oleandomycin hydrochloride,6696-47-5,0SEZ96A40Y
DB11442,Oleandomycin phosphate,7060-74-4,8681H0C27P
DB11461,Sodium sulfachlorpyridazine monohydrate,1392129-96-2,KPM50228FR
DB11461,Sulfachlorpyridazine sodium,23282-55-5,N1LMA4960O
DB11464,Sulfaquinoxaline sodium,967-80-6,21223EPJ40
DB11468,Tiamulin hydrogen fumarate,55297-96-6,ION1Q02ZCX
DB11471,Tilmicosin phosphate,137330-13-3,SMH7U1S683
DB11475,Tylosin phosphate,1405-53-4,NR75X12AFF
DB11475,Tylosin tartrate,74610-55-2,5P4625C51T
DB11477,Xylazine hydrochloride,23076-35-9,NGC3S0882S
DB11479,Zilpaterol hydrochloride,119520-06-8,EX8IEP25JU
DB11481,Atipamezole hydrochloride,104075-48-1,2W4279571X
DB11485,Ceftiofur hydrochloride,103980-44-5,6822A07436
DB11485,Ceftiofur sodium,104010-37-9,NHI34IS56E
DB11490,Nalorphine hydrochloride,57-29-4,9FPE56Z2TW
DB11491,Sarafloxacin hydrochloride,91296-87-6,I36JP4Q9DF
DB11496,Sodium 2-mercaptobenzothiazole,2492-26-4,2K7B30DX7O
DB11499,Amphomycin calcium,1405-31-8,S0NID0OHJY
DB11501,Bunamidine hydrochloride,1055-55-6,Y80LB0Q7CB
DB11502,Butacaine sulfate,149-15-5,PAU39W3CVB
DB11504,Caramiphen edisylate,125-86-0,09TQU5PG95
DB11504,Caramiphen hydrochloride,125-85-9,4858SN190E
DB11505,Cefovecin sodium,141195-77-9,DL8Q24959P
DB11507,Cloprostenol sodium,55028-72-3,886SAV9675
DB11510,Deslorelin acetate,82318-06-7,679007NR5C
DB11511,Difloxacin hydrochloride,91296-86-5,XJ0260HJ0O
DB11512,Dihydrostreptomycin sulfate,5490-27-7,T7D4876IUE
DB11513,Diperodon hydrochloride,537-12-2,5YZ5R8I73Y
DB11516,Dithiazanine iodide,514-73-8,8OEC3RA07X
DB11517,Etymemazine hydrochloride,3737-33-5,A7002E7T2Z
DB11518,Flunixin meglumine,42461-84-7,8Y3JK0JW3U
DB11519,Fluprostenol sodium,55028-71-2,6H4ZY4O7NA
DB11521,Imidocarb dipropionate,55750-06-6,ZSM1M03SHC
DB11525,Maduramicin ammonium,,
DB11526,Masitinib mesylate,1048007-93-7,ZK89EG3A18
DB11528,Melarsomine dihydrochloride,89141-50-4,9CVA716Q71
DB11530,Metoserpate hydrochloride,1178-29-6,KBO7409339
DB11537,Pirlimycin hydrochloride,77495-92-2,8S09O559AQ
DB11540,Propiopromazine hydrochloride,7681-67-6,U0BND6SD2I
DB11541,Ractopamine hydrochloride,90274-24-1,309G9J93TP
DB11542,Robenidine hydrochloride,25875-50-7,8STT15Y392
DB11543,Romifidine hydrochloride,65896-14-2,98LQ6RS0TA
DB11544,Salinomycin sodium,55721-31-8,92UOD3BMEK
DB11545,Semduramicin sodium,119068-77-8,8B50X0IVEC
DB11547,Sulfabromomethazine sodium,6101-20-8,Y200FZX73L
DB11549,Tiletamine hydrochloride,14176-50-2,99TAQ2QWJI
DB11552,Tricaine methanesulfonate,886-86-2,971ZM8IPK1
DB11554,Tylvalosin tartrate,63428-13-7,AL5667FY0W
DB11555,Zolazepam hydrochloride,33754-49-3,45SJ093Q1N
DB11556,Detomidine hydrochloride,90038-01-0,95K4LKB6QE
DB11561,Aminacrine hydrochloride,134-50-9,OR5RM3Q5QL
DB11575,Grazoprevir monohydrate,1350462-55-3,4O2AB118LA
DB11577,Indigotindisulfonate sodium,860-22-0,D3741U8K7L
DB11583,Cetalkonium bromide,3529-04-2,UHU0390Z3J
DB11583,Cetalkonium chloride,122-18-9,85474O1N9D
DB11584,Pipradrol hydrochloride,71-78-3,F6E46VR9Y2
DB11587,Etafedrine hydrochloride,530-35-8,Y134VQ304Y
DB11594,Domiphen bromide,538-71-6,R4CY19YS7C
DB11596,Levoleucovorin calcium,80433-71-2,778XL6VBS8
DB11596,Levoleucovorin calcium pentahydrate,419573-16-3,WA16A5Y52X
DB11596,Levoleucovorin disodium,1141892-29-6,5TXQ76K65T
DB11602,Hydroxyethyl cellulose (100 MPa.s at 2%),,R33S7TK2EP
DB11602,Hydroxyethyl cellulose (140 MPa.s at 5%),,8136Y38GY5
DB11602,Hydroxyethyl cellulose (1500 MPa.s at 1%),,L605B5892V
DB11602,Hydroxyethyl cellulose (1800 MPa.s at 2%),,6OX6A5C7B6
DB11602,Hydroxyethyl cellulose (2000 MPa.s at 1%),,S38J6RZN16
DB11602,Hydroxyethyl cellulose (280 MPa.s at 2%),,12VCE9HR9E
DB11602,Hydroxyethyl cellulose (280 MPa.s at 5%),,B24JYI97VR
DB11602,Hydroxyethyl cellulose (3000 MPa.s at 1%),,7Q6P4JN1QT
DB11602,Hydroxyethyl cellulose (40 MPa.s at 2%),,I2N4ZF9233
DB11602,Hydroxyethyl cellulose (4000 MPa.s at 1%),,ZYD53NBL45
DB11602,Hydroxyethyl cellulose (5000 MPa.s at 1%),,X70SE62ZAR
DB11602,Hydroxyethyl cellulose (5500 MPa.s at 2%),,M825OX60H9
DB11602,Hydroxyethyl cellulose (6500 MPa.s at 2%),,2Q40985DRM
DB11609,Normethadone hydrochloride,847-84-7,OIV53II16G
DB11610,Oxilofrine hydrochloride,942-51-8,3O9694M5EO
DB11611,Lifitegrast sodium,1119276-80-0,QG18FLP1KP
DB11614,Rupatadine fumarate,182349-12-8,XJ6OT32M93
DB11614,Rupatadine trihydrochloride,156611-76-6,G61C8NZY2T
DB11616,Pirarubicin hydrochloride,95343-20-7,E7V83174BE
DB11617,Aclarubicin hydrochloride,75443-99-1,501948RI66
DB11618,Zorubicin hydrochloride,36508-71-1,WXM8D9M6DE
DB11620,Neridronate sodium,80729-79-9,H6JVB49Q0F
DB11622,Dehydrocholate sodium,145-41-5,W4193719XR
DB11627,Hepatitis B virus subtype ADW HBSAG surface protein antigen,,XL4HLC6JH6
DB11627,Hepatitis B virus subtype ADW2 HBSAG surface protein antigen,351186-51-1,9GCJ1L5D1P
DB11628,Depreotide trifluoroacetate,951756-09-5,41103DW4UG
DB11640,Amifampridine phosphate,446254-47-3,8HF8FIN815
DB11641,Vinflunine ditartrate,194468-36-5,33MG53C7XW
DB11642,Pitolisant hydrochloride,903576-44-3,YV33CH63HI
DB11644,Tafamidis meglumine,951395-08-7,ZU7CF08A1A
DB11648,Afuresertib Hydrochloride,1047645-82-8,0FC27E442O
DB11653,Bremelanotide acetate,1607799-13-2,PV2WI7495P
DB11659,Indium Acetate,25114-58-3,BNM20F6I0P
DB11659,Indium Chloride,10025-82-8,31JB8MKF8Z
DB11659,Indium Citrate,4194-69-8,P7RCN32R8Q
DB11659,Indium Nitrate,13770-61-1,WOP84073FA
DB11659,Indium Sulfate,13464-82-9,514CE39CG4
DB11666,Buparlisib hydrochloride,1312445-63-8,194LK4P5K1
DB11673,Pyridoxamine hydrochloride,5103-96-8,58WN04G9K9
DB11673,Pyridoxamine phosphate,84878-64-8,QWW7V29814
DB11675,Mosapride Citrate,112885-42-4,MF497J489P
DB11689,Selumetinib sulfate,943332-08-9,807ME4B7IJ
