drugbank_id,kingdom,superclass,class,subclass,direct_parent
DB00257,Organic compounds,Benzenoids,Triphenyl compounds,,Triphenyl compounds
DB00258,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,Carboxylic acids
DB00259,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Aminobenzenesulfonamides
DB00260,Organic compounds,Organoheterocyclic compounds,Azolines,Isoxazolines,Isoxazolines
DB00261,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines
DB00262,Organic compounds,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas,Nitrosoureas
DB00263,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Aminobenzenesulfonamides
DB00264,Organic compounds,Benzenoids,Phenols,Tyrosols and derivatives,Tyrosols and derivatives
DB00265,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Anilides
DB00266,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,4-hydroxycoumarins
DB00267,Organic compounds,Organoheterocyclic compounds,Lactams,Beta lactams,Cephalosporins
DB00268,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolines,Indolines
DB00269,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,,Stilbenes
DB00270,Organic compounds,Organoheterocyclic compounds,Benzoxadiazoles,,Benzoxadiazoles
DB00271,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids
DB00272,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,2-arylethylamines
DB00273,Organic compounds,Organoheterocyclic compounds,Dioxolopyrans,,Dioxolopyrans
DB00274,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives
DB00275,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Biphenyls and derivatives
DB00276,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Benzoquinolines,Acridines
DB00277,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Xanthines
DB00278,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides
DB00279,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives
DB00280,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pheniramines,Pheniramines
DB00281,Organic compounds,Benzenoids,Benzene and substituted derivatives,Xylenes,m-Xylenes
DB00282,Organic compounds,Organic acids and derivatives,Organic phosphonic acids and derivatives,Bisphosphonates,Bisphosphonates
DB00283,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes
DB00284,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminocyclitol glycosides
DB00285,Organic compounds,Benzenoids,Phenol ethers,Anisoles,Anisoles
DB00287,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds
DB00288,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives"
DB00289,Organic compounds,Benzenoids,Phenol ethers,,Phenol ethers
DB00290,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid glycopeptides
DB00291,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
DB00292,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,Carbonylimidazoles
DB00293,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives
DB00294,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Estrogens and derivatives
DB00295,Organic compounds,Alkaloids and derivatives,Morphinans,,Morphinans
DB00296,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides
DB00297,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides
DB00298,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,Phenylpiperazines
DB00299,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines
DB00300,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,6-aminopurines
DB00301,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides
DB00302,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids
DB00303,Organic compounds,Organoheterocyclic compounds,Lactams,Beta lactams,Thienamycins
DB00304,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Estrane steroids
DB00305,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolequinones,Mitomycins
DB00306,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Barbituric acid derivatives
DB00307,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Retinoids,Retinoids
DB00308,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylbutylamines,Phenylbutylamines
DB00310,Organic compounds,Organoheterocyclic compounds,Isoindoles and derivatives,Isoindolines,Isoindolones
DB00311,Organic compounds,Organoheterocyclic compounds,Benzothiazoles,,Benzothiazoles
DB00312,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidones
DB00313,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Methyl-branched fatty acids
DB00314,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides
DB00315,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives,Tryptamines and derivatives
DB00316,Organic compounds,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,1-hydroxy-2-unsubstituted benzenoids
DB00317,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolinamines
DB00318,Organic compounds,Alkaloids and derivatives,Morphinans,,Morphinans
DB00319,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
DB00320,Organic compounds,Alkaloids and derivatives,Ergoline and derivatives,Lysergic acids and derivatives,"Ergotamines, dihydroergotamines, and derivatives"
DB00321,Organic compounds,Benzenoids,Dibenzocycloheptenes,,Dibenzocycloheptenes
DB00322,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Pyrimidine 2'-deoxyribonucleosides,Pyrimidine 2'-deoxyribonucleosides
DB00323,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzophenones,Benzophenones
DB00324,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives"
DB00325,Organic compounds,Organic salts,Organic metal salts,Organic transition metal salts,Organic transition metal salts
DB00326,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives
DB00327,Organic compounds,Alkaloids and derivatives,Morphinans,,Morphinans
DB00328,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Benzoylindoles,Benzoylindoles
DB00330,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,2-aminoalcohols"
DB00331,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,Biguanides
DB00332,Organic compounds,Alkaloids and derivatives,Tropane alkaloids,,Tropane alkaloids
DB00333,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes
DB00334,Organic compounds,Organoheterocyclic compounds,Benzodiazepines,,Benzodiazepines
DB00335,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides
DB00336,Organic compounds,Organoheterocyclic compounds,Furans,Nitrofurans,Nitrofurans
DB00337,Organic compounds,Phenylpropanoids and polyketides,Macrolide lactams,,Macrolide lactams
DB00338,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,Sulfinylbenzimidazoles,Sulfinylbenzimidazoles
DB00339,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrazines,Pyrazines
DB00340,Organic compounds,Organoheterocyclic compounds,Benzothiopyrans,1-benzothiopyrans,Thioxanthenes
DB00341,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes
DB00342,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes
DB00343,Organic compounds,Organoheterocyclic compounds,Benzothiazepines,,Benzothiazepines
DB00344,Organic compounds,Benzenoids,Dibenzocycloheptenes,,Dibenzocycloheptenes
DB00345,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hippuric acids
DB00346,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolinamines
DB00347,Organic compounds,Organoheterocyclic compounds,Azolidines,Oxazolidines,Oxazolidinediones
DB00348,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,"Benzoylcyclohexane-1,3-diones"
DB00349,Organic compounds,Organoheterocyclic compounds,Benzodiazepines,,Benzodiazepines
DB00350,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylarylamines
DB00351,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives"
DB00352,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Purinethiones
DB00353,Organic compounds,Alkaloids and derivatives,Ergoline and derivatives,Lysergic acids and derivatives,Lysergamides
DB00354,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes
DB00355,Organic compounds,Organoheterocyclic compounds,Lactams,Beta lactams,Monobactams
DB00356,Organic compounds,Organoheterocyclic compounds,Benzoxazoles,Benzoxazolones,Benzoxazolones
DB00357,Organic compounds,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,Aniline and substituted anilines
DB00358,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,4-quinolinemethanols,4-quinolinemethanols
DB00359,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Aminobenzenesulfonamides
DB00360,Organic compounds,Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,Biopterins and derivatives
DB00361,Organic compounds,Alkaloids and derivatives,Vinca alkaloids,,Vinca alkaloids
DB00363,Organic compounds,Organoheterocyclic compounds,Benzodiazepines,Dibenzodiazepines,Dibenzodiazepines
DB00365,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids
DB00366,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzylethers,Benzylethers
DB00367,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Estrogens and derivatives
DB00368,Organic compounds,Benzenoids,Phenols,Benzenediols,Catechols
DB00369,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidones
DB00370,Organic compounds,Organoheterocyclic compounds,Piperazinoazepines,,Piperazinoazepines
DB00371,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Carbamate esters
DB00372,Organic compounds,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
DB00373,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylarylamines
DB00374,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenoxyacetic acid derivatives,Phenoxyacetic acid derivatives
DB00376,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines
DB00377,Organic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives,Isoquinolones and derivatives,Isoquinolones and derivatives
DB00378,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives"
DB00379,Organic compounds,Benzenoids,Phenol ethers,,Phenol ethers
DB00380,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives
DB00381,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,Dihydropyridinecarboxylic acids and derivatives
DB00382,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Benzoquinolines,Acridines
DB00383,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Hydropyrimidines
DB00384,Organic compounds,Organoheterocyclic compounds,Pteridines and derivatives,,Pteridines and derivatives
DB00385,Organic compounds,Phenylpropanoids and polyketides,Anthracyclines,,Anthracyclines
DB00387,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines
DB00388,Organic compounds,Benzenoids,Phenols,1-hydroxy-4-unsubstituted benzenoids,1-hydroxy-4-unsubstituted benzenoids
DB00389,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,Carbonylimidazoles
DB00390,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,Cardenolide glycosides and derivatives
DB00391,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides
DB00392,Organic compounds,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
DB00393,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,Dihydropyridinecarboxylic acids and derivatives
DB00394,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives"
DB00395,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Carbamate esters
DB00396,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives"
DB00398,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Diarylethers
DB00399,Organic compounds,Organic acids and derivatives,Organic phosphonic acids and derivatives,Bisphosphonates,Bisphosphonates
DB00400,Organic compounds,Organoheterocyclic compounds,Benzofurans,,Benzofurans
DB00401,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,Dihydropyridinecarboxylic acids and derivatives
