drugbank_id,synonym,language,coder
DB00117,L-Histidin,english,
DB00117,L-Histidine,english,
DB00118,Ademetionine,english,inn
DB00118,AdoMet,english,
DB00118,L-S-Adenosylmethionine,english,
DB00118,S-Adenosylmethionine,english,
DB00118,SAM,english,
DB00118,SAM-e,english,
DB00118,SAMe,english,
DB00119,2-ketopropionic acid,english,
DB00119,2-oxopropanoic acid,english,
DB00119,2-Oxopropansäure,german,
DB00119,2-Oxopropionsäure,german,
DB00119,a-Ketopropionic acid,english,
DB00119,Acetylformic acid,english,
DB00119,acide pyruvique,french,
DB00119,alpha-ketopropionic acid,english,
DB00119,Brenztraubensäure,german,
DB00119,BTS,english,
DB00119,Pyroracemic acid,english,
DB00119,α-ketopropionic acid,english,
DB00119,α-Oxopropionsäure,german,
DB00120,(S)-2-Amino-3-phenylpropionic acid,english,
DB00120,(S)-alpha-Amino-beta-phenylpropionic acid,english,
DB00120,3-phenyl-L-alanine,english,
DB00120,beta-Phenyl-L-alanine,english,
DB00120,F,english,
DB00120,Fenilalanina,spanish,
DB00120,L-Phenylalanine,english,
DB00120,Phe,english,
DB00120,Phenylalanine,english,inn/usan/usp
DB00120,Phenylalaninum,latin,
DB00120,β-phenyl-L-alanine,english,
DB00121,"(+)-cis-Hexahydro-2-oxo-1H-thieno[3,4]imidazole-4-valeric acid",english,
DB00121,"(3aS,4S,6aR)-Hexahydro-2-oxo-1H-thieno[3,4-d]imidazole-4-valeric acid",english,
DB00121,"5-(2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl)pentanoic acid",english,
DB00121,Biotin,english,inn/jan/usp
DB00121,Biotina,spanish,inn
DB00121,Biotine,french,inn
DB00121,Biotinum,latin,inn
DB00121,"cis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid",english,
DB00121,"cis-Hexahydro-2-oxo-1H-thieno(3,4)imidazole-4-valeric acid",english,
DB00121,"cis-Tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid",english,
DB00121,Coenzyme R,english,
DB00121,D-(+)-biotin,english,
DB00121,D-Biotin,english,
DB00121,Vitamin B7,english,
DB00121,Vitamin H,english,
DB00122,Bilineurine,english,
DB00122,Choline ion,english,
DB00122,N-trimethylethanolamine,english,
DB00122,"N,N,N-trimethylethanol-ammonium",english,
DB00122,trimethylethanolamine,english,
DB00122,Vitamin J,english,
DB00123,"(S)-2,6-diaminohexanoic acid",english,
DB00123,(S)-lysine,english,
DB00123,"(S)-α,ε-diaminocaproic acid",english,
DB00123,6-ammonio-L-norleucine,english,
DB00123,"L-2,6-Diaminocaproic acid",english,
DB00123,L-lys,english,
DB00123,L-Lysin,german,
DB00123,L-Lysine,english,
DB00123,LYS,english,
DB00123,Lysina,spanish,inn
DB00123,Lysine,english,inn/usan
DB00123,Lysine acid,english,
DB00123,Lysinum,latin,inn
DB00125,(2S)-2-amino-5-(carbamimidamido)pentanoic acid,english,
DB00125,(2S)-2-amino-5-guanidinopentanoic acid,english,
DB00125,(S)-2-amino-5-guanidinopentanoic acid,english,
DB00125,(S)-2-Amino-5-guanidinovaleric acid,english,
DB00125,Arg,english,
DB00125,Arginina,spanish,
DB00125,Arginine,english,inn/usp
DB00125,L-(+)-Arginine,english,
DB00125,L-Arg,english,
DB00125,L-Arginin,german,
DB00125,L-arginine,english,
DB00125,R,english,
DB00126,acide ascorbique,french,inn
DB00126,ácido ascórbico,spanish,inn
DB00126,Acidum ascorbicum,latin,inn
DB00126,acidum ascorbinicum,latin,
DB00126,Ascorbate,english,
DB00126,Ascorbic acid,english,inn/ban/jan/usp
DB00126,Ascorbinsäure,german,
DB00126,L-(+)-ascorbic acid,english,
DB00126,L-Ascorbate,english,
DB00126,L-Ascorbic Acid,english,
DB00126,Vitamin C,english,
DB00126,Vitamina C,spanish,
DB00127,"4,9-diaza-1,12-dodecanediamine",english,
DB00127,"4,9-diazadodecane-1,12-diamine",english,
DB00127,Musculamine,english,
DB00127,"N,N'-Bis(3-aminopropyl)-1,4-butanediamine",english,
DB00127,Spermina,spanish,
DB00127,Spermine,english,
DB00128,(S)-2-aminobutanedioic acid,english,
DB00128,(S)-2-aminosuccinic acid,english,
DB00128,2-Aminosuccinic acid,english,
DB00128,ácido aspártico,spanish,
DB00128,Acidum asparticum,latin,inn
DB00128,Asp,english,
DB00128,Aspartic acid,english,inn/usan/usp
DB00128,D,english,
DB00128,L-Asp,english,
DB00128,L-Asparaginsäure,german,
DB00128,L-Aspartate,english,
DB00128,L-Aspartic acid,english,
DB00129,"(S)-2,5-Diaminopentanoate",english,
DB00129,"(S)-2,5-Diaminopentanoic acid",english,
DB00129,"(S)-2,5-diaminovaleric acid",english,
DB00129,(S)-ornithine,english,
DB00129,"(S)-α,δ-diaminovaleric acid",english,
DB00129,L-Ornithine,english,
DB00129,levo-ornithine,english,
DB00129,Ornithine,english,inn
DB00129,Ornithinum,latin,
DB00129,Ornitina,spanish,
DB00130,(2S)-2-amino-4-carbamoylbutanoic acid,english,
DB00130,"(2S)-2,5-diamino-5-oxopentanoic acid",english,
DB00130,"(S)-2,5-diamino-5-oxopentanoic acid",english,
DB00130,Glutamic acid 5-amide,english,
DB00130,Glutamic acid amide,english,
DB00130,Glutamina,spanish,
DB00130,Glutamine,english,
DB00130,L-(+)-glutamine,english,
DB00130,L-2-aminoglutaramic acid,english,
DB00130,L-glutamic acid γ-amide,english,
DB00130,L-Glutamin,german,
DB00130,L-Glutamine,english,jan
DB00130,L-Glutaminsäure-5-amid,german,
DB00130,Levoglutamide,english,
DB00130,Q,english,
DB00131,5'-Adenosine monophosphate,english,
DB00131,5'-Adenylic acid,english,iupac
DB00131,5'-AMP,english,
DB00131,5'-O-Phosphonoadenosine,english,
DB00131,Adenosine 5'-(dihydrogen phosphate),english,
DB00131,Adenosine 5'-monophosphate,english,
DB00131,Adenosine 5'-phosphate,english,
DB00131,Adenosine monophosphate,english,
DB00131,Adenosine phosphate,english,inn/usan
DB00131,Adenosine-5'-Monophosphate,english,
DB00131,Adenosine-5'-monophosphoric acid,english,
DB00131,Adenosine-5'P,english,
DB00131,Adenosini phosphas,latin,inn
DB00131,Adenylate,english,
DB00131,Adenylic acid,english,
DB00131,Ado5'P,english,
DB00131,AMP,english,
DB00131,Fosfato de adenosina,spanish,inn
DB00131,PAdo,english,
DB00131,Phosphate d'adénosine,french,inn
DB00132,"(9,12,15)-linolenic acid",english,
DB00132,"(9Z,12Z,15Z)-Octadecatrienoic acid",english,
DB00132,"(Z,Z,Z)-9,12,15-octadecatrienoic acid",english,
DB00132,"9-cis,12-cis,15-cis-octadecatrienoic acid",english,
DB00132,"9,12,15-Octadecatrienoic acid",english,
DB00132,ALA,english,
DB00132,"all-cis-9,12,15-Octadecatrienoic acid",english,
DB00132,alpha-Linolenic acid,english,
DB00132,"cis-delta(9,12,15)-Octadecatrienoic acid",english,
DB00132,"cis,cis,cis-9,12,15-Octadecatrienoic acid",english,
DB00132,Linolenic acid,english,
DB00132,α-linolenic acid,english,
DB00133,(S)-2-Amino-3-hydroxypropanoic acid,english,
DB00133,(S)-Serine,english,
DB00133,alpha-Amino-beta-hydroxypropionic acid,english,
DB00133,beta-Hydroxyalanine,english,
DB00133,L-Serine,english,
DB00133,Ser,english,
DB00133,Serina,spanish,
DB00133,Serine,english,inn/usan/usp
DB00133,Serinum,latin,
DB00134,(2S)-2-amino-4-(methylsulfanyl)butanoic acid,english,
DB00134,(S)-2-amino-4-(methylthio)butanoic acid,english,
DB00134,(S)-2-amino-4-(methylthio)butyric acid,english,
DB00134,(S)-methionine,english,
DB00134,L-(−)-methionine,english,
DB00134,L-a-Amino-g-methylthiobutyric acid,english,
DB00134,L-Methionin,german,
DB00134,L-Methionine,english,
DB00134,L-α-amino-γ-methylmercaptobutyric acid,english,
DB00134,M,english,
DB00134,Met,english,
DB00134,Methionine,english,inn/usan/usp
DB00135,(−)-α-amino-p-hydroxyhydrocinnamic acid,english,
DB00135,(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid,english,
DB00135,(S)-(-)-Tyrosine,english,
DB00135,(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid,english,
DB00135,(S)-3-(p-Hydroxyphenyl)alanine,english,
DB00135,(S)-alpha-amino-4-Hydroxybenzenepropanoic acid,english,
DB00135,(S)-Tyrosine,english,
DB00135,(S)-α-amino-4-hydroxybenzenepropanoic acid,english,
DB00135,4-hydroxy-L-phenylalanine,english,
DB00135,L-Tyrosin,german,
DB00135,L-tyrosine,english,jan
DB00135,Tirosina,spanish,
DB00135,Tyr,english,
DB00135,Tyrosine,english,inn/usan/usp
DB00135,Tyrosinum,latin,
DB00135,Y,english,
DB00136,"(1S,3R,5Z,7E)-9,10-secocholesta-5,7,10-triene-1,3,25-triol",english,
DB00136,"(1α,3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol",english,
DB00136,"(5Z,7E)-(1S,3R)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol",english,
DB00136,1-alpha-25-Dihydroxyvitamin D3,english,
DB00136,"1,25-DHCC",english,
DB00136,"1,25-dihydroxycholecalciferol",english,
DB00136,"1α,25-dihydroxycholecalciferol",english,
DB00136,"1α,25-dihydroxyvitamin D3",english,
DB00136,"1α,25(OH)2D3",english,
DB00136,Calcitriol,english/spanish/french,inn/jan/usan/usp
DB00136,Calcitriolum,latin,inn
DB00137,Xanthophyll,english,
DB00137,Xantofyl,english,inn
DB00138,"(R,R)-3,3'-dithiobis(2-aminopropanoic acid)",english,
DB00138,Cistina,spanish,
DB00138,Cystine,english,inn/usan
DB00138,L-alpha-Diamino-beta-dithiolactic acid,english,
DB00138,L-Cystine,english,
DB00138,L-Dicysteine,english,
DB00138,"β,β'-dithiodialanine",english,
DB00139,"1,2-ethanedicarboxylic acid",english,
DB00139,Acide butanedioïque,french,
DB00139,Acide succinique,french,
DB00139,Acidum succinicum,latin,
DB00139,Amber acid,english,
DB00139,Asuccin,english,
DB00139,Bernsteinsäure,german,
DB00139,Butandisäure,german,
DB00139,Butanedioic acid,english,iupac
DB00139,Butanedionic acid,english,
DB00139,Dihydrofumaric acid,english,
DB00139,Ethylenesuccinic acid,english,
DB00139,Spirit of amber,english,
DB00139,Succinic acid,english,inn/usp
DB00140,"1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol",english,
DB00140,"6,7-Dimethyl-9-D-ribitylisoalloxazine",english,
DB00140,"7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine",english,
DB00140,"7,8-Dimethyl-10-ribitylisoalloxazine",english,
DB00140,Lactoflavin,english,
DB00140,Lactoflavine,english,
DB00140,Riboflavin,english,inn/jan/usp
DB00140,Riboflavina,spanish,inn
DB00140,Riboflavine,french,inn
DB00140,Riboflavinum,latin,inn
DB00140,Vitamin B2,english,
DB00140,Vitamin Bi,english,
DB00140,Vitamin G,english,
DB00141,2-Acetamido-2-deoxy-D-glucose,english,
DB00141,aldehydo-N-acetyl-D-glucosamine,english,
DB00141,D-GlcNAc,english,
DB00141,N-Acetyl-D-glucosamine,english,
DB00141,N-Acetylchitosamine,english,
DB00142,(2S)-2-Aminopentanedioic acid,english,
DB00142,(S)-2-Aminopentanedioic acid,english,
DB00142,(S)-Glutamic acid,english,
DB00142,ácido glutámico,spanish,inn
DB00142,Glu,english,
DB00142,Glutamic acid,english,inn/usan
DB00142,L-Glutamate,english,
DB00142,L-Glutamic acid,english,
DB00142,L-Glutaminic acid,english,
DB00143,5-L-Glutamyl-L-cysteinylglycine,english,
DB00143,AEC GLUTATHIONE,english,
DB00143,gamma-L-Glutamyl-L-cysteinyl-glycine,english,
DB00143,Glutathion,english,
DB00143,Glutathione,english,ban/jan
DB00143,Glutathione-SH,english,
DB00143,"GLYCINE, L-.GAMMA.-GLUTAMYL-L-CYSTEINYL-",english,
DB00143,GSH,english,
DB00143,L-GLUTATHIONE REDUCED,english,
DB00143,Liposomal glutathione,english,
DB00143,N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine,english,
DB00143,Reduced glutathione,english,
DB00143,REDUCED L-GLUTATHIONE,english,
DB00144,Phosphatidyl serine,english,
DB00144,Phosphatidylserine,english,
DB00144,PS,english,
DB00145,Aminoacetic acid,english,iupac
DB00145,Aminoessigsäure,german,
DB00145,Aminoethanoic acid,english,
DB00145,Glicina,spanish,
DB00145,Gly,english,
DB00145,Glycin,german,
DB00145,Glycine,english,inn/usp
DB00145,Glycocoll,english,
DB00145,Glykokoll,german,
DB00145,Glyzin,german,
DB00145,Leimzucker,german,
DB00146,"(3S,5Z,7E)-9,10-secocholesta-5,7,10-triene-3,25-diol",english,
DB00146,"(3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol",english,
DB00146,"(5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol",english,
DB00146,25-hydroxycholecalciferol,english,
DB00146,25-Hydroxyvitamin D3,english,
DB00146,Calcidiol,english,
DB00146,Calcifédiol,french,inn
DB00146,Calcifediol,english/spanish,inn
DB00146,Calcifediol anhydrous,english,
DB00146,Calcifediolum,latin,inn
DB00147,2-methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine,english,
DB00147,3-hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde,english,
DB00147,3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde,english,
DB00147,3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde,english,
DB00147,Piridoxal,english,
DB00147,Pyridoxaldehyde,english,
DB00148,((amino(Imino)methyl)(methyl)amino)acetic acid,english,
DB00148,(alpha-Methylguanido)acetic acid,english,
DB00148,(N-methylcarbamimidamido)acetic acid,english,
DB00148,(α-methylguanido)acetic acid,english,
DB00148,alpha-Methylguanidino acetic acid,english,
DB00148,Creatin,english,
DB00148,Creatine,english,
DB00148,Kreatin,english,
DB00148,Methylglycocyamine,english,
DB00148,N-(aminoiminomethyl)-N-methylglycine,english,
DB00148,N-amidinosarcosine,english,
DB00148,N-carbamimidoyl-N-methylglycine,english,
DB00148,N-methyl-N-guanylglycine,english,
DB00149,(2S)-2-Amino-4-methylpentanoic acid,english,
DB00149,(2S)-alpha-2-Amino-4-methylvaleric acid,english,
DB00149,(2S)-alpha-Leucine,english,
DB00149,(S)-(+)-Leucine,english,
DB00149,(S)-Leucine,english,
DB00149,2-Amino-4-methylvaleric acid,english,
DB00149,L,english,
DB00149,L-Leucin,german,
DB00149,L-Leucine,english,
DB00149,L-Leuzin,german,
DB00149,Leu,english,
DB00149,Leucine,english,inn/usan/usp
DB00150,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,english,
DB00150,(S)-alpha-Amino-beta-(3-indolyl)-propionic acid,english,
DB00150,(S)-Tryptophan,english,
DB00150,(S)-α-amino-1H-indole-3-propanoic acid,english,
DB00150,L-(-)-Tryptophan,english,
DB00150,L-(−)-tryptophan,english,
DB00150,L-Tryptophan,english,
DB00150,L-β-3-indolylalanine,english,
DB00150,Triptofano,spanish,
DB00150,Trp,english,
DB00150,Tryptophan,english,inn/usan/usp
DB00150,Tryptophane,french,
DB00150,Tryptophanum,latin,
DB00150,W,english,
DB00151,(2R)-2-amino-3-mercaptopropanoic acid,english,
DB00151,(2R)-2-amino-3-sulfanylpropanoic acid,english,
DB00151,(R)-2-Amino-3-mercaptopropanoic acid,english,
DB00151,Cisteina,spanish,inn
DB00151,Cisteinum,latin,
DB00151,Cys,english,
DB00151,Cysteine,english,inn
DB00151,Cysteinum,latin,inn
DB00151,Free Cysteine,english,
DB00151,L-2-Amino-3-mercaptopropionic acid,english,
DB00151,L-Cys,english,
DB00151,L-Cystein,german,
DB00151,L-cysteine,english,
DB00151,L-Zystein,german,
DB00152,Aneurin,english,
DB00152,Antiberiberi factor,english,
DB00152,Thiamin,german,
DB00152,Thiamine,english/french,inn/ban
DB00152,thiamine(1+),english,
DB00152,thiamine(1+) ion,english,
DB00152,thiaminium,latin,
DB00152,Thiaminum,latin,inn
DB00152,Tiamina,spanish,inn
DB00152,Vitamin B1,english,
DB00153,"(3β,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol",english,
DB00153,"(5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol",english,
DB00153,"(5Z,7E,22E)-(3S)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol",english,
DB00153,Activated ergosterol,english,
DB00153,Ercalciol,english,
DB00153,Ergocalciférol,french,inn
DB00153,Ergocalciferol,english/spanish,inn/usp
DB00153,Ergocalciferolum,latin,inn
DB00153,Oleovitamin D2,english,
DB00153,Viosterol,english,
DB00153,Vitamin D-2,english,
DB00153,Vitamin D2,english,
DB00153,Vitamina D2,spanish,
DB00154,"(8Z,11Z,14Z)-Icosatrienoic acid",english,
DB00154,"(Z,Z,Z)-8,11,14-Eicosatrienoic acid",english,
DB00154,"(Z,Z,Z)-8,11,14-Icosatrienoate",english,
DB00154,"(Z,Z,Z)-8,11,14-Icosatrienoic acid",english,
DB00154,"20:3, n-6,9,12 all-cis",english,
DB00154,"8,11,14-Eicosatrienoic Acid",english,
DB00154,"8c,11c,14c-eicosatrienoic acid",english,
DB00154,"8c,11c,14c-Eicosatriensäure",german,
DB00154,"all-cis-8,11,14-eicosatrienoic acid",english,
DB00154,"all-cis-8,11,14-icosatrienoic acid",english,
DB00154,"all-cis-eicosa-8,11,14-trienoic acid",english,
DB00154,"all-cis-Eicosa-8,11,14-triensäure",german,
DB00154,"all-cis-icosa-8,11,14-trienoic acid",english,
DB00154,"C20:3, n-6,9,12 all-cis",english,
DB00154,"cis,cis,cis-8,11,14-eicosatrienoic acid",english,
DB00154,DGLA,english,
DB00154,dihomo-γ-linolenic acid,english,
DB00154,"eicosa-8Z,11Z,14Z-trienoic acid",english,
DB00154,gamma-Homolinolenic acid,english,
DB00154,Homo-gamma-linolenic acid,english,
DB00154,Homo-gamma-linolensäure,german,
DB00154,Homo-γ-linolensäure,german,
DB00155,(S)-2-Amino-5-ureidopentanoic acid,english,
DB00155,2-Amino-5-ureidovaleric acid,english,
DB00155,alpha-amino-delta-Ureidovaleric acid,english,
DB00155,Cit,english,
DB00155,Citrulina,spanish,
DB00155,Citrulline,english,
DB00155,delta-Ureidonorvaline,english,
DB00155,L-2-Amino-5-ureidovaleric acid,english,
DB00155,L-Citrulline,english,
DB00155,N(5)-(Aminocarbonyl)-L-ornithine,english,
DB00155,N(delta)-Carbamylornithine,english,
DB00155,N5-(Aminocarbonyl)ornithine,english,
DB00155,N5-Carbamoyl-L-ornithine,english,
DB00155,N5-carbamoylornithine,english,
DB00155,α-amino-δ-ureidovaleric acid,english,
DB00155,δ-ureidonorvaline,english,
DB00156,"(2S,3R)-(-)-Threonine",english,
DB00156,(2S)-threonine,english,
DB00156,2-Amino-3-hydroxybutyric acid,english,
DB00156,L-(-)-Threonine,english,
DB00156,L-2-Amino-3-hydroxybutyric acid,english,
DB00156,L-alpha-amino-beta-hydroxybutyric acid,english,
DB00156,L-Threonin,english,
DB00156,L-Threonine,english,
DB00156,L-α-amino-β-hydroxybutyric acid,english,
DB00156,Thr,english,
DB00156,Threonine,english,inn/usan/usp
DB00156,Threoninum,latin,
DB00156,Treonina,spanish,
DB00157,"1,4-dihydronicotinamide adenine dinucleotide",english,
DB00157,DPNH,english,
DB00157,NAD reduced form,english,
DB00157,Nicotinamide adenine dinucleotide (reduced),english,
DB00157,"Nicotinamide-adenine dinucleotide, reduced",english,
DB00157,Reduced nicotinamide adenine diphosphate,english,
DB00157,Reduced nicotinamide-adenine dinucleotide,english,
DB00158,Acide folique,french,inn
DB00158,ácido fólico,spanish,inn
DB00158,Acidum folicum,latin,inn
DB00158,Folacin,english,
DB00158,Folate,english,
DB00158,Folic acid,english,inn/ban/jan/usan/usp
DB00158,Folsäure,german,
DB00158,"N-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acid",english,
DB00158,N-pteroyl-L-glutamic acid,english,
DB00158,PGA,english,
DB00158,PteGlu,english,
DB00158,Pteroyl-L-glutamate,english,
DB00158,Pteroyl-L-glutamic acid,english,
DB00158,Pteroyl-L-monoglutamic acid,english,
DB00158,Pteroylglutamic acid,english,
DB00158,Vitamin B9,english,
DB00158,Vitamin Bc,english,
DB00158,Vitamin M,english,
DB00159,"(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-eicosapentaenoic acid",english,
DB00159,"(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate",english,
DB00159,"(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid",english,
DB00159,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid",english,
DB00159,"(all-Z)-5,8,11,14,17-eicosapentaenoic acid",english,
DB00159,"5,8,11,14,17-eicosapentaenoic acid",english,
DB00159,"5,8,11,14,17-Icosapentaenoic acid",english,
DB00159,"all-cis-5,8,11,14,17-eicosapentaenoic acid",english,
